Link,Website,Title,Description,Author,Date,Type,Keywords,
https://hbr.org/product/hbr-insights-future-of-business-boxed-set-8-books/10429?sku=10429E-KND-ENG,Havard Business Review,HBR Insights Future of Business Boxed Set (8 Books),Business is changing. Will you adapt or be left behind? Get up to speed and deepen your understanding of the topics that are shaping your company's future...,Harvard Business Review,12-Jan-21,Leadership & Managing People,,
https://hbr.org/product/axie-infinity-video-game-meets-blockchain/224021?sku=224021-HCC-ENG,Havard Business Review,Axie Infinity: Video Game Meets Blockchain,,Marco Di Maggio; Wenyao Sha,28-Nov-23,Management,,
https://hbr.org/product/deutsche-bank-pursuing-blockchain-opportunities-a/817100?sku=819S02-HCB-SPA,Havard Business Review,Deutsche Bank: Pursuing Blockchain Opportunities (A),The Deutsche Bank cases (A and B) are designed to engage students in an Entrepreneurship or Management Information Systems course.,Lynda M. Applegate; Roman Beck; Christoph Muller-Bloch,11-Apr-17,Innovation & Entrepreneurship,,
https://hbr.org/product/the-year-in-tech-2025-the-insights-you-need-from-harvard-business-review/10741?sku=10741-MBI-ENG,Havard Business Review,"The Year in Tech, 2025: The Insights You Need from Harvard Business Review","A year of HBR's essential thinking on tech--all in one place. From generative AI to fintech to spatial computing, new tech innovations are reshaping organizations...",Harvard Business Review,8-Oct-24,Management,,
https://hbr.org/product/coda-coffee-and-bext360-supply-chain-machine-vision-ai-iot-and-blockchain/TB0539?sku=TB0539-PDF-ENG,Havard Business Review,"Coda Coffee and Bext360 Supply Chain: Machine Vision, AI, IoT, and Blockchain","Coda Coffee's commitment to ethical coffee came at a high cost. The company paid three times the commodity exchange rate for raw coffee beans, or cherries....",William E Youngdahl; B. Tom Hunsaker,1-Dec-18,Technology & Operations,,
https://hbr.org/2017/03/how-utilities-are-using-blockchain-to-modernize-the-grid,Havard Business Review,How Utilities Are Using Blockchain to Modernize the Grid,Welcome to a new era of decentralized power.,James Basden; Michael Cottrell,23-Mar-17,Technology & Operations,,
https://hbr.org/product/the-real-business-of-blockchain-how-leaders-can-create-value-in-a-new-digital-age/10292?sku=10292E-KND-ENG,Havard Business Review,The Real Business of Blockchain: How Leaders Can Create Value in a New Digital Age,Blockchain is transforming business. What's your strategy? Leaders of forward-thinking organizations are exploring how blockchain can transform the way...,David Furlonger; Christophe Uzureau,15-Oct-19,Technology & Operations,,
https://hbr.org/2017/01/the-truth-about-blockchain,Havard Business Review,The Truth About Blockchain,"Contracts, transactions, and records of them provide critical structure in our economic system, but they haven't kept up with the world's digital transformation....",Marco Iansiti; Karim R. Lakhani,From the January–February 2017 Issue,Technology & Operations,,
https://hbr.org/2022/05/what-is-web3,Havard Business Review,What Is Web3?,"Web3 is being touted as the future of the internet. The vision for this new, blockchain-based web includes cryptocurrencies, NFTs, DAOs, decentralized...",Thomas Stackpole,10-May-22,Technology & Operations,,
https://hbr.org/product/blazing-a-trail-in-the-charity-sector-singapore-s-metta-welfare-association-raises-funds-by-selling-nfts/052SMU?sku=052SMU-EPB-ENG,Havard Business Review,Blazing a Trail in the Charity Sector: Singapore's Metta Welfare Association Raises Funds by Selling NFTs,"Singapore-based Metta Welfare Association (Metta) had been keenly aware of the need to digitalise, and had taken steps to do so under the leadership of...",Siaw Ling Lo; Graham Ng; Thomas Lim,16-Aug-23,Management,,
https://hbr.org/2023/09/web3-could-change-the-business-model-of-creative-work,Havard Business Review,Web3 Could Change the Business Model of Creative Work,It offers creators new ways to build real wealth from their work.,Alex Tapscott,22-Sep-23,Business models,,
https://hbr.org/product/el-ordeno-implementing-blockchain/TB0654?sku=TB0654-EPB-ENG,Havard Business Review,El Ordeno: Implementing Blockchain,"The case tells the story of El Ordeño, an Ecuadorian company competing in the dairy sector, whose central purpose is to help small ranchers in the country's...",Fabrizio Noboa Sanchez,1-Jan-22,Leadership & Managing People,,
https://hbr.org/2023/01/where-is-tech-going-in-2023,Havard Business Review,Where Is Tech Going in 2023?,"Six trends that will define the next year, according to McKinsey experts.",Aamer Baig; Jan Shelly Brown; William Forrest; Vinayak HV; Klemens Hjartar; Lareina Yee,6-Jan-23,AI and machine learning,,
https://hbr.org/product/what-problems-will-you-solve-with-blockchain/SMR707?sku=SMR707-HCB-ENG,Havard Business Review,What Problems Will You Solve with Blockchain?,"Organizations need to focus on how blockchain can be used to support their unique strategies. Without this focus, they risk investing in initiatives that...",Teppo Felin; Karim R. Lakhani,31-Oct-18,Strategy & Execution,,
https://hbr.org/product/sotheby-s-nft-sales-art-auction-and-apes/HK1360?sku=HK1360-PDF-ENG,Havard Business Review,"Sotheby's NFT Sales: Art, Auction, And Apes","NFT""is a unique type of asset in the art as well as technology world. In 2021", a digital art collection of 101 cartoon apes was sold for USD24.4 million,"...""",Tuan Quang Phan; Filip Ziolek; Taisy Chan,22-Jun-22,Management
https://hbr.org/product/hbr-20-minute-manager-boxed-set-10-books-hbr-20-minute-manager-series/15002?sku=15002E-KND-ENG,Havard Business Review,HBR's 20-Minute Manager Ebook Boxed Set (10 Books),"You'll get up to speed fast on the most essential business skills with this set of concise, practical primers. ",Harvard Business Review,5-May-15,Leadership & Managing People,,
https://hbr.org/2022/05/why-blockchains-ethical-stakes-are-so-high,Havard Business Review,Why Blockchain's Ethical Stakes Are So High,Senior leaders face a range of ethical and reputational risks in implementing blockchain projects. This article looks at four risks - the lack of third-party...,Reid Blackman,10-May-22,Technology & Operations,,
https://hbr.org/2022/01/how-walmart-canada-uses-blockchain-to-solve-supply-chain-challenges,Havard Business Review,How Walmart Canada Uses Blockchain to Solve Supply-Chain Challenges,The system has drastically reduced payment disputes with freight carriers.,Kate Vitasek; John Bayliss; Loudon Owen; Neeraj Srivastava,5-Jan-22,Operations and supply chain management,,
https://hbr.org/2021/12/bringing-blockchain-iot-and-analytics-to-supply-chains,Havard Business Review,"Bringing Blockchain, IoT, and Analytics to Supply Chains",Where to begin and how to measure success.,Vishal Gaur,21-Dec-21,Operations and supply chain management,,
https://hbr.org/2021/07/who-writes-the-rules-of-a-blockchain,Havard Business Review,Who Writes the Rules of a Blockchain?,Decentralized systems rely on decentralized governance. Enter the “governance token.”,Jake Ryan,23-Jul-21,Economics,,
https://hbr.org/2021/07/how-blockchain-can-help-combat-disinformation,Havard Business Review,How Blockchain Can Help Combat Disinformation,"It’s not a cure-all, but it does have the potential to address many of the risks and root causes.",Kathryn Harrison; Amelia Leopold,19-Jul-21,Technology and analytics,,
https://hbr.org/2021/04/how-blockchain-can-simplify-partnerships,Havard Business Review,How Blockchain Can Simplify Partnerships,"Distributed ledgers and smart contracts can increase transparency, trust, and efficiency.",Fabrice Lumineau; Wenqian Wang; Oliver Schilke; Laura Huang,9-Apr-21,Innovation,,
https://hbr.org/2021/01/blockchain-is-changing-how-companies-can-engage-with-customers,Havard Business Review,Blockchain Is Changing How Companies Can Engage with Customers,Lessons from Canada’s largest digital payments company.,Don Tapscott; Ricardo Viana Vargas,6-Jan-21,Innovation,,
https://hbr.org/2020/06/what-blockchain-could-mean-for-your-health-data,Havard Business Review,What Blockchain Could Mean for Your Health Data,Your medical information should belong to you.,Don Tapscott; Alex Tapscott,12-Jun-20,Technology and analytics,,
https://hbr.org/2020/05/why-big-pharma-is-betting-on-blockchain,Havard Business Review,Why Big Pharma Is Betting on Blockchain,The pandemic has exposed major cracks in medical supply chains.,Alison McCauley,29-May-20,Supply chain management,,
https://hbr.org/2020/04/how-the-pandemic-is-pushing-blockchain-forward,Havard Business Review,How the Pandemic Is Pushing Blockchain Forward,It’s uniquely suited to the challenges we’re facing today.,Remko van Hoek; Mary Lacity,27-Apr-20,Cybersecurity and digital privacy,,
https://dl.acm.org/doi/10.1145/3633477,Blockchain@UBC,Protecting Privacy in Digital Records: The Potential of Privacy-Enhancing Technologies,,,8-Jan-24,Research paper,,
https://ai-collaboratory.net/wp-content/uploads/2023/11/S01211_9948.pdf,Blockchain@UBC,Authenticating Citizen Journalism Videos by Incorporating the View of Archival Diplomatics into the Verification Processes of Open-source Investigators (OSINT),,,31-Dec-23,Research paper,,
https://ai-collaboratory.net/wp-content/uploads/2023/11/S01208_3222.pdf,Blockchain@UBC,Analogous Analogues: Digital Twins and Hardware Tracking in GLAM Collections,,,31-Dec-23,Research paper,,
https://ai-collaboratory.net/wp-content/uploads/2023/11/S01205_7202.pdf,Blockchain@UBC,Will Blockchain Technology Change How Well National Archives Preserve the Trustworthiness of Digital Records?: Preliminary Results of a Survey,,,31-Dec-23,Research paper,,
https://link.springer.com/book/10.1007/978-3-031-45339-7?sap-outbound-id=D2DBD2F364DE0D99D7A86359EEE8BA86BDE336D8&amp%3Butm_source=automation&amp%3Butm_medium=email&amp%3Butm_campaign=000_LAN36_0000019290_Book%20author%20congrats%20fallback&amp%3Butm_content=EN_34155_20240105&amp%3Bmkt-key=42010A0557EB1EDB99A9DD51D3A81C38#about-this-book,Blockchain@UBC,"Blockchain in Healthcare: Analysis, Design and Implementation",,,30-Dec-23,Research paper,,
https://link.springer.com/chapter/10.1007/978-3-031-45162-1_8,Blockchain@UBC,Role of Blockchain for IoE Infrastructures and Applications,,,1-Dec-23,Research paper,,
https://ieeexplore.ieee.org/document/10288252,Blockchain@UBC,Accelerating and Securing Blockchain-enabled Distributed Machine Learning,,,19-Oct-23,Research paper,,
https://www.taylorfrancis.com/chapters/edit/10.1201/9781003227656-10/blockchain-ai-data-protection-healthcare-deepansha-chhabra-meng-kang-victoria-lemieux?context=ubx&amp%3BrefId=71199d93-8dec-4401-8ffb-d87e9ae9acfc,Blockchain@UBC,"Blockchain, AI, and Data Protection in Healthcare",,,16-Oct-23,Research paper,,
https://www.sciencedirect.com/science/article/abs/pii/S1361841523002256#sec5,Blockchain@UBC,Backdoor attack and defense in federated generative adversarial network-based medical image synthesis,,,5-Oct-23,Research paper,,
https://ieeexplore.ieee.org/document/9963785,Blockchain@UBC,A Cyber Secure Medical Management System by Using Blockchain,,,31-Aug-23,Research paper,,
https://www.computer.org/csdl/journal/tq/5555/01/10230315/1PU3KMSWywE,Blockchain@UBC,Fast-HotStuff: A Fast and Robust BFT Protocol for Blockchains,,,15-Aug-23,Research paper,,
https://www.mdpi.com/1911-8074/16/8/360,Blockchain@UBC,Exploring Blockchain Technology for Chain of Custody Control in Physical Evidence: A Systematic Literature Review,,,2-Aug-23,Research paper,,
https://jdsr.se/ojs/index.php/jdsr/article/view/145,Blockchain@UBC,‘Life World’ on Ledger: A ‘Scenic’ View,,,29-Jun-23,Research paper,,
https://ieeexplore.ieee.org/document/10172877,Blockchain@UBC,AChecker: Statically Detecting Smart Contract Access Control Vulnerabilities,,,29-Jun-23,Research paper,,
https://infocom.info/day/2/track/Track%20A,Blockchain@UBC,MERCURY: Fast Transaction Broadcast in High Performance Blockchain Systems,,,18-May-23,Research paper,,
https://arxiv.org/abs/2211.15941,Blockchain@UBC,When Quantum Information Technologies Meet Blockchain in Web 3.0,,,1-May-23,Research paper,,
https://ieeexplore.ieee.org/document/10111050,Blockchain@UBC,When Quantum Information Technologies Meet Blockchain in Web 3.0,,,28-Apr-23,Research paper,,
https://ieeexplore.ieee.org/document/10111050,Blockchain@UBC,Blockchain-Based Cooperative Computation Offloading and Secure Handover in Vehicular Edge Computing Networks,,,28-Apr-23,Research paper,,
https://ieeexplore.ieee.org/document/10109192,Blockchain@UBC,World State Attack to Blockchain Based IoV and Efficient Protection With Hybrid RSUs Architecture,,,26-Apr-23,Research paper,,
https://dl.acm.org/doi/10.1145/3565884,Blockchain@UBC,Facilitating Serverless Match-based Online Games with Novel Blockchain Technologies,,,23-Feb-23,Research paper,,
https://ieeexplore.ieee.org/document/10074543,Blockchain@UBC,Blockchain-based Data Quality Assessment to Improve Distributed Machine Learning,,,20-Feb-23,Research paper,,
https://interparestrustai.org/assets/public/dissemination/RA06-Lemieux-WernerPETS-Presentation_AbuDhabi_Feb2023_pptx.pdf,Blockchain@UBC,Protecting Privacy in Digital Records: An Exploration of the Potential of Privacy Enhancing Technologies,,,20-Feb-23,Research paper,,
https://interparestrustai.org/assets/public/dissemination/RA06-Lemieux-WernerPETS-Presentation_AbuDhabi_Feb2023_pptx.pdf,Blockchain@UBC,Protecting Privacy in Digital Records: An Exploration of the Potential of Privacy Enhancing Technologies,,,20-Feb-23,Research paper,,
"https://arxiv.org/abs/2302.01733#:~:text=A%20private%20information%20retrieval%20(PIR,and%20try%20to%20learn%20i.",Blockchain@UBC,Committed Private Information Retrieval,,,3-Feb-23,Research paper,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3163,Blockchain@UBC,A large-scale empirical study of low-level function use in Ethereum smart contracts and automated replacement,,,9-Nov-22,Research paper,,
https://ieeexplore.ieee.org/document/9927474,Blockchain@UBC,Crystal: Enhancing Blockchain Mining Transparency With Quorum Certificate,,,25-Oct-22,Research paper,,
https://ieeexplore.ieee.org/document/9919199,Blockchain@UBC,InFEDge: A Blockchain-Based Incentive Mechanism in Hierarchical Federated Learning for End-Edge-Cloud Communications,,,13-Oct-22,Research paper,,
https://trustoverip.org/wp-content/uploads/ToIP-Ecosystem-Defining-Digital-Trust-Ecosystem-V1.0-2022-10-13.pdf,Blockchain@UBC,Defining Digital Trust Ecosystems,,,13-Oct-22,Research paper,,
https://arxiv.org/abs/2203.05158,Blockchain@UBC,Scaling Blockchain Consensus via a Robust Shared Mempool,,,22-Sep-22,Research paper,,
https://blockchain.ubc.ca/research/guardians-record-lab,Blockchain@UBC,"Safeguarding The Records Of Homes, Lands, And Property For Displaced Peoples Using Decentralized Trust",,,21-Sep-22,Research paper,,
https://quinndupont.notion.site/Defining-Web3-An-Off-Chain-Collective-Research-Project-0239c233de4347ca8f8b838a156a8c56,Blockchain@UBC,"Blockchain and Web3: Mirrors, “Jouissance” and Social & Personal Identity Formation",,,19-Sep-22,Research paper,,
https://ieeexplore.ieee.org/document/9842339,Blockchain@UBC,Decentralized CRL Management for Vehicular Networks With Permissioned Blockchain,,,27-Jul-22,Research paper,,
https://link.springer.com/article/10.1007/s44206-022-00007-1,Blockchain@UBC,Leveraging Blockchain-Based Archival Solutions for Sensitive Documentation: a Xinjiang Case Study,,,18-Jul-22,Research paper,,
https://ieeexplore.ieee.org/document/9826754,Blockchain@UBC,"Integrating Edge Intelligence and Blockchain: What, Why, and How",,,12-Jul-22,Research paper,,
https://ieeexplore.ieee.org/document/9827596,Blockchain@UBC,Cooperative Computation Offloading in Blockchain-Based Vehicular Edge Computing Networks,,,12-Jul-22,Research paper,,
https://ieeexplore.ieee.org/document/9812927,Blockchain@UBC,Accelerating Blockchain-enabled Distributed Machine Learning by Proof of Useful Work,,,10-Jun-22,Research paper,,
https://ieeexplore.ieee.org/document/9786546,Blockchain@UBC,Global Resource Allocation for High Throughput and Low Delay in High-Density VANETs,,,1-Jun-22,Research paper,,
https://ieeexplore.ieee.org/document/9838966,Blockchain@UBC,Reducing Revocation Latency in IoV using Edge Computing and Permissioned Blockchain,,,16-May-22,Research paper,,
https://ieeexplore.ieee.org/abstract/document/9751477,Blockchain@UBC,Publish or Perish: Defending Withholding Attack in Dfinity Consensus,,,13-Apr-22,Research paper,,
https://blogs.ubc.ca/dependablesystemslab/2022/04/08/etainter-detecting-gas-related-vulnerabilities-in-smart-contracts/,Blockchain@UBC,eTainter: Detecting Gas-Related Vulnerabilities in Smart Contracts,,,8-Apr-22,Research paper,,
https://www.cambridge.org/core/books/searching-for-trust/B2F64551393899EBC6306EB42FCBE856,Blockchain@UBC,Searching for Trust: Blockchain Technology in an Age of Disinformation,,,28-Mar-22,Research paper,,
https://arxiv.org/abs/2203.05158,Blockchain@UBC,Devouring the Leader Bottleneck in BFT Consensus,,,10-Mar-22,Research paper,,
https://ieeexplore.ieee.org/document/9671707,Blockchain@UBC,NFTs: Tulip Mania or Digital Renaissance?,,,12-Jan-22,Research paper,,
https://www.cs.ubc.ca/~bestchai/papers/icbc22-mimble-wimble-dos.pdf,Blockchain@UBC,One Bad Apple Spoils the Bunch: Transaction DoS in MimbleWimble Blockchains,,,24-Dec-21,Research paper,,
https://blogs.ubc.ca/dependablesystemslab/2021/12/18/when-they-go-low-automated-replacement-of-low-level-functions-in-ethereum-smart-contracts/,Blockchain@UBC,When They Go Low: Automated Replacement of Low-level Functions in Ethereum Smart Contracts,,,17-Dec-21,Research paper,,
https://ieeexplore.ieee.org/document/9682130,Blockchain@UBC,A Blockchain-Enabled Federated Learning System with Edge Computing for Vehicular Networks,,,7-Dec-21,Research paper,,
https://www.mdpi.com/2073-431X/10/11/135,Blockchain@UBC,Blockchain and Recordkeeping: Editorial,,,23-Nov-21,Research paper,,
https://ledger.pitt.edu/ojs/ledger/article/view/239,Blockchain@UBC,A Decentralized Identity-Based Blockchain Solution for Privacy-Preserving Licensing of Individual-Controlled Data to Prevent Unauthorized Secondary Data Usage,,,23-Nov-21,Research paper,,
https://arxiv.org/pdf/2109.14604.pdf,Blockchain@UBC,Fast B4B: Fast BFT for Blockchains,,,10-Oct-21,Research paper,,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3926497,Blockchain@UBC,Evaluating The Financial Impact of Data Breaches Involving Account Credentials,,,17-Sep-21,Research paper,,
https://ieeexplore.ieee.org/document/9508194,Blockchain@UBC,Transaction Throughput Optimization for Integrated Blockchain and MEC System in IoT,,,5-Aug-21,Research paper,,
https://ieeexplore.ieee.org/document/9535450,Blockchain@UBC,Edge Intelligence for Object Detection in Blockchain-Based Internet of Vehicles: Convergence of Symbolic and Connectionist AI,,,1-Aug-21,Research paper,,
https://ieeexplore.ieee.org/document/9493763,Blockchain@UBC,An Efficient Ciphertext-Policy Attribute-Based Encryption Scheme Supporting Collaborative Decryption With Blockchain,,,26-Jul-21,Research paper,,
https://ieeexplore.ieee.org/document/9495142,Blockchain@UBC,Efficient Blockchain-Enabled Large Scale Parked Vehicular Computing With Green Energy Supply,,,26-Jul-21,Research paper,,
https://ieeexplore.ieee.org/document/9492289,Blockchain@UBC,Profit Maximizing Smart Manufacturing Over AI-Enabled Configurable Blockchains,,,21-Jul-21,Research paper,,
https://ieeexplore.ieee.org/document/9529840,Blockchain@UBC,Addressing Audit and Accountability Issues in Self-Sovereign Identity Blockchain Systems Using Archival Science Principles,,,12-Jul-21,Research paper,,
https://timreview.ca/article/1445,Blockchain@UBC,A Cross-Pollination of ideas about Distributed Ledger Technological Innovation through a Multidisciplinary and Multisectoral lens: Insights from the Blockchain Technology Symposium ’21,,,31-May-21,Research paper,,
https://www.sciencedirect.com/science/article/pii/S1389128621001213#!,Blockchain@UBC,Deep Reinforcement Learning For Blockchain in Industrial IoT: A Survey,,,21-May-21,Research paper,,
https://ieeexplore.ieee.org/document/9416952,Blockchain@UBC,Blockchain-Assisted Secure Fine-Grained Searchable Encryption for a Cloud-Based Healthcare Cyber-Physical System,,,27-Apr-21,Research paper,,
https://dl.acm.org/doi/10.1145/3446373,Blockchain@UBC,Blockchain-empowered Data-driven Networks: A Survey and Outlook,,,17-Apr-21,Research paper,,
https://www.springer.com/gp/book/9783030544133#aboutBook,Blockchain@UBC,Building Decentralized Trust - Multidisciplinary Perspectives on the Design of Blockchains and Distributed Ledgers,,,31-Mar-21,Research paper,,
https://link.springer.com/chapter/10.1007%2F978-3-030-71292-1_46,Blockchain@UBC,Multidisciplinary Blockchain Research and Design: A Case Study in Moving from Theory to Pedagogy to Practice,,,18-Mar-21,Research paper,,
https://www.intechopen.com/chapters/75695,Blockchain@UBC,"Blockchain-Empowered Mobile Edge Intelligence, Machine Learning and Secure Data Sharing",,,11-Mar-21,Research paper,,
https://www.intechopen.com/online-first/75695,Blockchain@UBC,"Blockchain Empowered Mobile Edge Intelligence, Machine Learning and Secure Data Sharing",,,11-Mar-21,Research paper,,
https://arxiv.org/abs/2103.00777,Blockchain@UBC,Dissecting the Performance of Chained-BFT,,,28-Feb-21,Research paper,,
https://link.springer.com/article/10.1007/s12083-021-01087-5,Blockchain@UBC,The impact of propagation delay to different selfish miners in proof-of-work blockchains,,,19-Feb-21,Research paper,,
https://www.mdpi.com/1999-5903/13/2/48/htm,Blockchain@UBC,"Blockchain-Enabled Edge Intelligence for IoT: Background, Emerging Trends and Open Issues",,,16-Feb-21,Research paper,,
https://publicaciones.acal.es/tabula/article/view/852,Blockchain@UBC,El Deseno de Sistemas de Información Como Imperative Para Recalcular Archivos,,,28-Jan-21,Research paper,,
https://www.sciencedirect.com/science/article/abs/pii/S016653162030064X,Blockchain@UBC,"Incentive Analysis of Bitcoin-NG, Revisited",,,30-Dec-20,Research paper,,
https://www.sciencedirect.com/science/article/pii/S2096720920300014,Blockchain@UBC,Application and evaluation of payment channel in hybrid decentralized ethereum token exchange,,,29-Dec-20,Research paper,,
https://ieeexplore.ieee.org/document/9348271,Blockchain@UBC,Bring Intelligence among Edges: A Blockchain-Assisted Edge Intelligence Approach,,,7-Dec-20,Research paper,,
https://www.emerald.com/insight/content/doi/10.1108/S0733-558X20200000069012/full/html,Blockchain@UBC,Institutional Settlements and Organizational Hybridity: The Rise and Fall of Supervised Consumption Sites,,,6-Dec-20,Research paper,,
https://www.sciencedirect.com/science/article/pii/S2096720920300014,Blockchain@UBC,Application and Evaluation of Payment Channel in Hybrid Decentralized Ethereum Token Exchange,,,30-Nov-20,Research paper,,
https://formative.jmir.org/2020/11/e21995,Blockchain@UBC,Consumers’ Intentions to Adopt Blockchain-Based Personal Health Records and Data Sharing: Focus Group Study,,,10-Nov-20,Research paper,,
https://ieeexplore-ieee-org.ezproxy.library.ubc.ca/stamp/stamp.jsp?tp&amp%3Barnumber=9199799,Blockchain@UBC,Private-Blockchain-Based Industrial IoT for Material and Product Tracking in Smart Manufacturing,,,30-Oct-20,Research paper,,
https://arxiv.org/pdf/2010.11454.pdf,Blockchain@UBC,Fast-HotStuff: A Fast and Resilient HotStuff Protocol,,,27-Oct-20,Research paper,,
https://dl.acm.org/doi/10.1145/3394171.3414458,Blockchain@UBC,Infinity Battle: A Glance at How Blockchain Techniques Serve in a Serverless Gaming System,,,12-Oct-20,Research paper,,
https://dl.acm.org/doi/abs/10.1145/3384943.3409420,Blockchain@UBC,CloudArcade: A Blockchain Empowered Cloud Gaming System,,,6-Oct-20,Research paper,,
https://dl.acm.org/doi/abs/10.1145/3384943.3409420,Blockchain@UBC,CloudArcade: A Blockchain Empowered Cloud Gaming System,,,5-Oct-20,Research paper,,
https://arxiv.org/abs/2001.05082,Blockchain@UBC,"Incentive Analysis of Bitcoin-NG, Revisited",,,1-Oct-20,Research paper,,
https://ieeexplore-ieee-org.ezproxy.library.ubc.ca/stamp/stamp.jsp?tp&amp%3Barnumber=9205310,Blockchain@UBC,Intelligent Resource Allocation for Video Analytics in Blockchain-Enabled Internet of Autonomous Vehicles with Edge Computing,,,29-Sep-20,Research paper,,
https://ieeexplore.ieee.org/document/9205310,Blockchain@UBC,Intelligent Resource Allocation for Video Analytics in Blockchain-Enabled Internet of Autonomous Vehicles With Edge Computing,,,24-Sep-20,Research paper,,
https://link.springer.com/chapter/10.1007/978-3-030-46335-9_9,Blockchain@UBC,Blockchain-Enabled Security and Privacy for Internet-of-Vehicles,,,19-Sep-20,Research paper,,
https://www.himss.org/resources/how-blockchain-capabilities-advance-data-sharing-and-benefit-virtual-care,Blockchain@UBC,How Blockchain Capabilities Advance Data Sharing and Benefit Virtual Care,,,31-Aug-20,Research paper,,
https://ieeexplore.ieee.org/document/9174521,Blockchain@UBC,Optimizing the Transition Waste in Coded Elastic Computing,,,24-Aug-20,Research paper,,
https://issues.org/the-endless-frontier-legislation-hibar-research-innovation-ecosystem/,Blockchain@UBC,HIBAR Research: The Frontier Is Actually an Ecosystem,,,13-Aug-20,Research paper,,
https://ieeexplore.ieee.org/abstract/document/9146568,Blockchain@UBC,Compute-Forward for DMCs: Simultaneous Decoding of Multiple Combinations,,,22-Jul-20,Research paper,,
https://dl.acm.org/doi/abs/10.1145/3395363.3397385,Blockchain@UBC,How effective are smart contract analysis tools? evaluating smart contract static analysis tools using bug injection,,,15-Jul-20,Research paper,,
https://ieeexplore.ieee.org/abstract/document/9139266,Blockchain@UBC,Secrecy Performance of NOMA Systems with Energy Harvesting and Full-Duplex Relaying,,,12-Jul-20,Research paper,,
https://journals.aom.org/doi/abs/10.5465/AMBPP.2018.15695symposium,Blockchain@UBC,"Surviving in Platform Ecosystems Based on Distributed Trust Technologies: A Framework and Research Agenda"","","",July 7"," 2020""",Research paper,,,,
https://ieeexplore-ieee-org.ezproxy.library.ubc.ca/stamp/stamp.jsp?tp&amp%3Barnumber=9007406,Blockchain@UBC,Blockchain and Machine Learning for Communications and Networking Systems,,,29-Jun-20,Research paper,,
https://ieeexplore.ieee.org/document/9128642,Blockchain@UBC,CVIN: Connected Vehicle Information Network,,,29-Jun-20,Research paper,,
https://ieeexplore.ieee.org/document/9001021,Blockchain@UBC,A Deep Reinforcement Learning-based Transcoder Selection Framework for Blockchain-Enabled Wireless D2D Transcoding,,,14-Jun-20,Research paper,,
https://ieeexplore.ieee.org/document/9148823,Blockchain@UBC,A Voting Blockchain based Message Dissemination in Vehicular Ad-Hoc Networks (VANETs),,,7-Jun-20,Research paper,,
https://covidprivacy.pwias.ubc.ca,Blockchain@UBC,Witness Webinar: Can Governments Respond to the COVID-19 Pandemic and Still Respect Personal Privacy?,,,1-Jun-20,Research paper,,
https://journals.sagepub.com/doi/10.1177/1056492620929085,Blockchain@UBC,Hypergrowth Exit Mindset: Destroying Societal Wellbeing through Venture Capital Biased Social Construction of Value,,,28-May-20,Research paper,,
https://ieeexplore.ieee.org/document/9120494,Blockchain@UBC,Delay Sensitive Large-scale Parked Vehicular Computing via Software Defined Blockchain,,,25-May-20,Research paper,,
https://www.emerald.com/insight/content/doi/10.1108/RMJ-09-2019-0048/full/html,Blockchain@UBC,Caught in the Middle? Strategic Information Governance Disruptions in the Era of Blockchain and Distributed Trust,,,14-Apr-20,Research paper,,
https://ieeexplore.ieee.org/document/9055192,Blockchain@UBC,Beh-Raft-Chain: A Behavior-Based Fast Blockchain Protocol for Complex Networks,,,2-Apr-20,Research paper,,
https://ieeexplore.ieee.org/document/9055192,Blockchain@UBC,Beh-Raft-Chain: A Behavior-based Fast Blockchain Protocol for Complex Networks,,,1-Apr-20,Research paper,,
https://ieeexplore.ieee.org/document/9048623,Blockchain@UBC,A Mobile Edge Computing (MEC)-enabled Transcoding Framework for Blockchain-based Video Streaming,,,26-Mar-20,Research paper,,
https://ieeexplore.ieee.org/document/9007406,Blockchain@UBC,Blockchain and Machine Learning for Communications and Networking Systems,,,23-Feb-20,Research paper,,
https://ieeexplore.ieee.org/document/9006170/authors#authors,Blockchain@UBC,Extending the Scope of Computational Archival Science: A Case Study on Leveraging Archival and Engineering Approaches to Develop a Framework to Detect and Prevent “Fake Video”,,,23-Feb-20,Research paper,,
https://www.researchgate.net/publication/334162288_Blockchain_in_Global_health_-_An_appraisal_of_current_and_future_applications,Blockchain@UBC,Blockchain in Global Health – An appraisal of Current and Future Applications,,,12-Jan-20,Research paper,,
https://arxiv.org/abs/1811.09904,Blockchain@UBC,Biscotti: A Blockchain System for Private and Secure Federated Learning,,,12-Dec-19,Research paper,,
https://ieeexplore.ieee.org/document/8928522,Blockchain@UBC,Adaptive Resource Allocation in Future Wireless Networks With Blockchain and Mobile Edge Computing,,,8-Dec-19,Research paper,,
https://dl.acm.org/doi/10.1145/3319535.3354237,Blockchain@UBC,Erlay: Efficient Transaction Relay for Bitcoin,,,12-Nov-19,Research paper,,
https://www.frontiersin.org/articles/10.3389/fbloc.2019.00005/full,Blockchain@UBC,"Blockchain and Public Record Keeping: Of Temples, Prisons, and the (Re)Configuration of Power",,,11-Jul-19,Research paper,,
https://arxiv.org/abs/1906.06490,Blockchain@UBC,A Secure Consensus Protocol for Sidechains,,,14-Jun-19,Research paper,,
